DiskSize,DiskType,Inputs,MachineType,NodeCount,PriceHourlyPerNode,ResponseTimes,Zone,PriceHourly,CPUPerNode,CPUs,NumberAndMachine
30,pd-standard,14838,n1-highcpu-2,6,0.078,3.551131,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,11954,n1-highcpu-2,6,0.078,1.902794,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,9599,n1-highcpu-2,6,0.078,1.14441,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,12555,n1-highcpu-2,6,0.078,2.093819,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,7509,n1-highcpu-2,6,0.078,2.251983,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,11943,n1-highcpu-2,6,0.078,1.74135,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,12294,n1-highcpu-2,6,0.078,1.734711,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,11498,n1-highcpu-2,6,0.078,1.726104,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,13559,n1-highcpu-2,6,0.078,1.49963,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,15186,n1-highcpu-2,6,0.078,2.205804,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,12350,n1-highcpu-2,6,0.078,1.527595,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,9207,n1-highcpu-2,6,0.078,2.761735,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,12902,n1-highcpu-2,6,0.078,2.056669,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,8919,n1-highcpu-2,6,0.078,1.829736,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,9417,n1-highcpu-2,6,0.078,1.7753450000000002,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,9008,n1-highcpu-2,6,0.078,1.562084,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,2870,n1-highcpu-2,6,0.078,0.873698,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,9839,n1-highcpu-2,6,0.078,0.791319,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,11599,n1-highcpu-2,6,0.078,2.586994,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,8514,n1-highcpu-2,6,0.078,1.896824,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,12477,n1-highcpu-2,6,0.078,0.8820479999999999,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,13495,n1-highcpu-2,6,0.078,2.699355,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,14526,n1-highcpu-2,6,0.078,3.0725860000000003,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,18884,n1-highcpu-2,6,0.078,3.930897,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,14624,n1-highcpu-2,6,0.078,2.2760990000000003,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,10339,n1-highcpu-2,6,0.078,1.844265,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,15565,n1-highcpu-2,6,0.078,3.335065,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,3511,n1-highcpu-2,6,0.078,1.450597,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,14556,n1-highcpu-2,6,0.078,3.3102940000000003,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,12198,n1-highcpu-2,6,0.078,1.796313,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,13333,n1-highcpu-2,6,0.078,2.022497,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,8475,n1-highcpu-2,6,0.078,1.90289,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,8429,n1-highcpu-2,6,0.078,1.144724,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,10751,n1-highcpu-2,6,0.078,2.09441,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,13008,n1-highcpu-2,6,0.078,2.2524040000000003,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,11162,n1-highcpu-2,6,0.078,1.74232,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,7417,n1-highcpu-2,6,0.078,1.7381970000000002,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,13958,n1-highcpu-2,6,0.078,3.2324080000000004,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,6104,n1-highcpu-2,6,0.078,2.204466,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,14007,n1-highcpu-2,6,0.078,3.186411,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,9721,n1-highcpu-2,6,0.078,2.306093,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,13438,n1-highcpu-2,6,0.078,1.672606,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,12098,n1-highcpu-2,6,0.078,2.0348330000000003,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,10237,n1-highcpu-2,6,0.078,1.7083720000000002,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,8896,n1-highcpu-2,6,0.078,1.489669,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,9811,n1-highcpu-2,6,0.078,1.548798,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,12452,n1-highcpu-2,6,0.078,3.1391560000000003,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,7469,n1-highcpu-2,6,0.078,0.597504,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,12446,n1-highcpu-2,6,0.078,0.993016,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,12528,n1-highcpu-2,6,0.078,3.750652,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,11799,n1-highcpu-2,6,0.078,3.153671,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,8010,n1-highcpu-2,6,0.078,2.618137,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,10413,n1-highcpu-2,6,0.078,2.642697,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,13686,n1-highcpu-2,6,0.078,2.332436,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,16145,n1-highcpu-2,6,0.078,4.518524,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,12426,n1-highcpu-2,6,0.078,3.692055,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,8788,n1-highcpu-2,6,0.078,0.8799239999999999,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,9915,n1-highcpu-2,6,0.078,2.288153,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,8182,n1-highcpu-2,6,0.078,1.547852,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,10212,n1-highcpu-2,6,0.078,1.594784,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,10587,n1-highcpu-2,6,0.078,2.022297,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,8714,n1-highcpu-2,6,0.078,1.345059,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,8616,n1-highcpu-2,6,0.078,0.609243,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,11635,n1-highcpu-2,6,0.078,2.194472,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,9990,n1-highcpu-2,6,0.078,2.401534,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,7936,n1-highcpu-2,6,0.078,2.187376,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,13564,n1-highcpu-2,6,0.078,3.051882,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,9247,n1-highcpu-2,6,0.078,1.437934,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,4324,n1-highcpu-2,6,0.078,0.675309,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,12326,n1-highcpu-2,6,0.078,1.840423,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,9716,n1-highcpu-2,6,0.078,1.672408,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,11375,n1-highcpu-2,6,0.078,2.03467,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,10915,n1-highcpu-2,6,0.078,1.708984,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,13392,n1-highcpu-2,6,0.078,2.287376,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,15182,n1-highcpu-2,6,0.078,2.588967,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,13271,n1-highcpu-2,6,0.078,1.897603,europe-west2-a,0.46799999999999997,2,12,6 n1-highcpu-2's
30,pd-standard,12536,n1-highcpu-2,3,0.078,0.935449,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,11965,n1-highcpu-2,3,0.078,2.570431,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,11937,n1-highcpu-2,3,0.078,1.6959259999999998,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,5456,n1-highcpu-2,3,0.078,0.701253,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,10479,n1-highcpu-2,3,0.078,0.8912399999999999,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,9767,n1-highcpu-2,3,0.078,2.901357,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,14410,n1-highcpu-2,3,0.078,2.545305,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,14185,n1-highcpu-2,3,0.078,2.155147,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,12235,n1-highcpu-2,3,0.078,2.110272,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,12058,n1-highcpu-2,3,0.078,1.475961,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,9879,n1-highcpu-2,3,0.078,1.463897,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,7402,n1-highcpu-2,3,0.078,1.080222,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,9831,n1-highcpu-2,3,0.078,1.237572,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,12040,n1-highcpu-2,3,0.078,1.9120150000000002,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,7171,n1-highcpu-2,3,0.078,1.741396,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,11625,n1-highcpu-2,3,0.078,1.297265,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,5240,n1-highcpu-2,3,0.078,1.7282819999999999,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,14948,n1-highcpu-2,3,0.078,1.8019040000000002,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,13325,n1-highcpu-2,3,0.078,2.30913,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,15053,n1-highcpu-2,3,0.078,3.501043,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,14043,n1-highcpu-2,3,0.078,1.6013979999999999,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,14123,n1-highcpu-2,3,0.078,2.859739,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,8015,n1-highcpu-2,3,0.078,2.103748,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,9530,n1-highcpu-2,3,0.078,2.151908,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,10099,n1-highcpu-2,3,0.078,1.565848,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,17855,n1-highcpu-2,3,0.078,2.7182779999999998,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,11636,n1-highcpu-2,3,0.078,2.1417479999999998,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,18651,n1-highcpu-2,3,0.078,3.095862,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,13067,n1-highcpu-2,3,0.078,2.048314,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,15053,n1-highcpu-2,3,0.078,2.389407,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,12457,n1-highcpu-2,3,0.078,2.620572,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,5550,n1-highcpu-2,3,0.078,0.467053,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,3444,n1-highcpu-2,3,0.078,0.586079,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,12313,n1-highcpu-2,3,0.078,2.570723,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,11178,n1-highcpu-2,3,0.078,1.694591,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,4151,n1-highcpu-2,3,0.078,0.700345,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,12202,n1-highcpu-2,3,0.078,1.742287,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,10154,n1-highcpu-2,3,0.078,3.1188860000000003,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,11793,n1-highcpu-2,3,0.078,1.5692,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,13025,n1-highcpu-2,3,0.078,3.53442,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,5292,n1-highcpu-2,3,0.078,0.8608809999999999,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,16419,n1-highcpu-2,3,0.078,3.7950199999999996,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,12343,n1-highcpu-2,3,0.078,1.2486,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,11517,n1-highcpu-2,3,0.078,1.911684,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,12462,n1-highcpu-2,3,0.078,1.7410419999999998,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,3066,n1-highcpu-2,3,0.078,1.112538,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,6561,n1-highcpu-2,3,0.078,0.748112,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,10783,n1-highcpu-2,3,0.078,2.967419,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,10689,n1-highcpu-2,3,0.078,2.30852,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,10254,n1-highcpu-2,3,0.078,1.339127,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,11784,n1-highcpu-2,3,0.078,2.156148,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,16012,n1-highcpu-2,3,0.078,2.9008220000000002,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,11840,n1-highcpu-2,3,0.078,2.695278,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,8890,n1-highcpu-2,3,0.078,0.9669409999999999,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,12233,n1-highcpu-2,3,0.078,1.6761849999999998,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,9297,n1-highcpu-2,3,0.078,1.219739,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,7030,n1-highcpu-2,3,0.078,0.81795,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,5159,n1-highcpu-2,3,0.078,2.188386,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,14213,n1-highcpu-2,3,0.078,2.561831,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,15002,n1-highcpu-2,3,0.078,3.120316,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,11059,n1-highcpu-2,3,0.078,1.385273,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,9671,n1-highcpu-2,3,0.078,1.6840330000000001,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,17920,n1-highcpu-2,3,0.078,3.910932,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,8624,n1-highcpu-2,3,0.078,0.444809,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,15400,n1-highcpu-2,3,0.078,1.994068,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,13445,n1-highcpu-2,3,0.078,1.6447189999999998,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,9362,n1-highcpu-2,3,0.078,1.908591,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,10109,n1-highcpu-2,3,0.078,1.741872,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,9203,n1-highcpu-2,3,0.078,2.049138,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,10501,n1-highcpu-2,3,0.078,1.4351690000000001,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,10838,n1-highcpu-2,3,0.078,2.836286,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,5728,n1-highcpu-2,3,0.078,1.357321,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,15648,n1-highcpu-2,3,0.078,2.657673,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,7280,n1-highcpu-2,3,0.078,1.463571,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,6666,n1-highcpu-2,3,0.078,2.322184,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,8837,n1-highcpu-2,3,0.078,0.744694,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,16892,n1-highcpu-2,3,0.078,3.388071,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,15338,n1-highcpu-2,3,0.078,2.565529,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,13011,n1-highcpu-2,3,0.078,3.178292,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,8272,n1-highcpu-2,3,0.078,1.478936,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,8823,n1-highcpu-2,3,0.078,2.936632,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,12456,n1-highcpu-2,3,0.078,2.902691,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,14661,n1-highcpu-2,3,0.078,3.6664230000000004,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,13980,n1-highcpu-2,3,0.078,2.140198,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,9497,n1-highcpu-2,3,0.078,0.75552,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,12676,n1-highcpu-2,3,0.078,2.12945,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,8073,n1-highcpu-2,3,0.078,2.370699,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,9941,n1-highcpu-2,3,0.078,2.997891,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,9718,n1-highcpu-2,3,0.078,2.3087590000000002,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,8018,n1-highcpu-2,3,0.078,1.0113889999999999,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,12894,n1-highcpu-2,3,0.078,2.3901779999999997,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,7793,n1-highcpu-2,3,0.078,2.462944,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,13735,n1-highcpu-2,3,0.078,1.930757,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,4651,n1-highcpu-2,3,0.078,1.644354,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,12569,n1-highcpu-2,3,0.078,2.813632,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,15896,n1-highcpu-2,3,0.078,2.901238,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,6782,n1-highcpu-2,3,0.078,1.696725,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,16420,n1-highcpu-2,3,0.078,3.2681,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,12105,n1-highcpu-2,3,0.078,2.0692310000000003,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,5620,n1-highcpu-2,3,0.078,2.720757,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,11488,n1-highcpu-2,3,0.078,1.0699299999999998,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,10542,n1-highcpu-2,3,0.078,1.998362,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,3531,n1-highcpu-2,3,0.078,2.908137,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,10110,n1-highcpu-2,3,0.078,1.6404619999999999,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,11820,n1-highcpu-2,3,0.078,1.402256,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,12048,n1-highcpu-2,3,0.078,3.178943,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,11603,n1-highcpu-2,3,0.078,1.478581,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,16032,n1-highcpu-2,3,0.078,4.5431669999999995,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,13940,n1-highcpu-2,3,0.078,2.8599,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,9120,n1-highcpu-2,3,0.078,3.5420540000000003,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,7583,n1-highcpu-2,3,0.078,0.714078,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,6232,n1-highcpu-2,3,0.078,1.566494,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,10407,n1-highcpu-2,3,0.078,2.641855,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,11054,n1-highcpu-2,3,0.078,1.624662,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,3544,n1-highcpu-2,3,0.078,0.81329,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,12489,n1-highcpu-2,3,0.078,3.5461419999999997,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,5862,n1-highcpu-2,3,0.078,0.629787,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,10943,n1-highcpu-2,3,0.078,1.683395,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,10691,n1-highcpu-2,3,0.078,3.911343,europe-west2-a,0.23399999999999999,2,6,3 n1-highcpu-2's
30,pd-standard,11115,n1-standard-2,8,0.1046,2.055323,europe-west2-a,0.8368,2,16,8 n1-standard-2's
30,pd-standard,10267,n1-standard-2,8,0.1046,1.438675,europe-west2-a,0.8368,2,16,8 n1-standard-2's
30,pd-standard,11276,n1-standard-2,8,0.1046,3.236488,europe-west2-a,0.8368,2,16,8 n1-standard-2's
30,pd-standard,8376,n1-standard-2,8,0.1046,1.069494,europe-west2-a,0.8368,2,16,8 n1-standard-2's
30,pd-standard,11765,n1-standard-2,8,0.1046,1.831612,europe-west2-a,0.8368,2,16,8 n1-standard-2's
30,pd-standard,13249,n1-standard-2,8,0.1046,3.242464,europe-west2-a,0.8368,2,16,8 n1-standard-2's
30,pd-standard,16738,n1-standard-2,8,0.1046,4.861578,europe-west2-a,0.8368,2,16,8 n1-standard-2's
30,pd-standard,10504,n1-standard-2,8,0.1046,1.392635,europe-west2-a,0.8368,2,16,8 n1-standard-2's
30,pd-standard,13750,n1-standard-2,8,0.1046,1.876967,europe-west2-a,0.8368,2,16,8 n1-standard-2's
30,pd-standard,6772,n1-standard-2,8,0.1046,1.917875,europe-west2-a,0.8368,2,16,8 n1-standard-2's
30,pd-standard,7417,n1-standard-2,8,0.1046,0.908942,europe-west2-a,0.8368,2,16,8 n1-standard-2's
30,pd-standard,12499,n1-standard-2,8,0.1046,2.674771,europe-west2-a,0.8368,2,16,8 n1-standard-2's
30,pd-standard,8178,n1-standard-2,8,0.1046,2.154185,europe-west2-a,0.8368,2,16,8 n1-standard-2's
30,pd-standard,12097,n1-standard-2,8,0.1046,1.982865,europe-west2-a,0.8368,2,16,8 n1-standard-2's
30,pd-standard,3458,n1-standard-2,8,0.1046,1.170805,europe-west2-a,0.8368,2,16,8 n1-standard-2's
